,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2001860,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（アリオ札幌様）,良品計画様向け（アリオ札幌様）,,PCWL-0400,良品計画様向け（アリオ札幌様）,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2001859,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（エール東舞鶴様）,良品計画様向け（エール東舞鶴様）,,PCWL-0400,良品計画様向け（エール東舞鶴様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001858,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（ガーデンズ千早様）,良品計画様向け（ガーデンズ千早様）,,PCWL-0400,良品計画様向け（ガーデンズ千早様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001857,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（イオンノア様）,良品計画様向け（イオンノア様）,,PCWL-0400,良品計画様向け（イオンノア様）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2001856,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（イオンタウン真岡様）,良品計画様向け（イオンタウン真岡様）,,PCWL-0400,良品計画様向け（イオンタウン真岡様）,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2001855,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（ゆめが丘ソラトス様）,良品計画様向け（ゆめが丘ソラトス様）,スタンダード,PCWL-0400,良品計画様向け（ゆめが丘ソラトス様）,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2001854,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（新百合ヶ丘オーパ様）,良品計画様向け（新百合ヶ丘オーパ様）,,PCWL-0400,良品計画様向け（新百合ヶ丘オーパ様）,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0
2001853,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（無印良品500アトレヴィ三鷹様）,良品計画様向け（無印良品500アトレヴィ三鷹様）,,PCWL-0400,良品計画様向け（無印良品500アトレヴィ三鷹様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001852,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（天王寺MIO様）,良品計画様向け（天王寺MIO様）,,PCWL-0400,良品計画様向け（天王寺MIO様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001851,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（MUJI キャナルシティ博多様）,良品計画様向け（MUJI キャナルシティ博多様）,,PCWL-0400,良品計画様向け（MUJI キャナルシティ博多様）,9338,14,9338,14,9338,14,0,0,9338,14,0,0,9338,14,0,0,9338,14,0,0,9338,14,0,0,9338,14,0,0,9338,14,0,0
2001850,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（MUJIcomホテルメトロポリタン鎌倉様）,良品計画様向け（MUJIcomホテルメトロポリタン鎌倉様）,,PCWL-0400,良品計画様向け（MUJIcomホテルメトロポリタン鎌倉様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001849,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（イデーショップ二子玉川様）,良品計画様向け（イデーショップ二子玉川様）,,PCWL-0400,良品計画様向け（イデーショップ二子玉川様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001848,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（Cafe&MealMUJI新百合丘オーパ様）,良品計画様向け（Cafe&MealMUJI新百合丘オーパ様）,,PCWL-0400,良品計画様向け（Cafe&MealMUJI新百合丘オーパ様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001847,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（Cafe&MealMUJIホテルメトロポリタン鎌倉様）,良品計画様向け（Cafe&MealMUJIホテルメトロポリタン鎌倉様）,,PCWL-0400,良品計画様向け（Cafe&MealMUJIホテルメトロポリタン鎌倉様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001846,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（みんなみの里様）,良品計画様向け（みんなみの里様）,スタンダード,PCWL-0400,良品計画様向け（みんなみの里様）,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2001845,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（イオンタウン真岡（増設分）様）,良品計画様向け（イオンタウン真岡（増設分）様）,スタンダード,PCWL-0400,良品計画様向け（イオンタウン真岡（増設分）様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001844,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-26,2030-04-25,良品計画様向け（東急プラザ新長田様）,良品計画様向け（東急プラザ新長田様）,スタンダード,PCWL-0400,良品計画様向け（東急プラザ新長田様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001839-1,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-06-01,2025-05-31,,,,,,12240,17,12240,17,12240,17,0,0,12240,17,0,0,12240,17,0,0,12240,17,0,0,,,-12240,-17,,,,,,,,
2001833,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-06-10,2025-06-09,,,,,,2200,4,2200,4,2200,4,0,0,2200,4,0,0,2200,4,0,0,2200,4,0,0,,,-2200,-4,,,,,,,,
2001832,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-05-27,2029-05-26,,,,,,2200,4,2200,4,2200,4,0,0,2200,4,0,0,2200,4,0,0,2200,4,0,0,2200,4,0,0,2200,4,0,0,2200,4,0,0
2001826,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-05-03,2025-05-02,,,,,,5760,8,5760,8,5760,8,0,0,5760,8,0,0,5760,8,0,0,,,-5760,-8,,,,,,,,,,,,
2001814,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（近鉄あべのハルカス様）,良品計画様向け（近鉄あべのハルカス様）,,PCWL-0400,良品計画様向け（近鉄あべのハルカス様）,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2001813,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（ゆめタウン久留米様）,良品計画様向け（ゆめタウン久留米様）,,PCWL-0400,良品計画様向け（ゆめタウン久留米様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001812,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（イオンモール木曽川様）,良品計画様向け（イオンモール木曽川様）,,PCWL-0400,良品計画様向け（イオンモール木曽川様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001811,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（二子玉川様）,良品計画様向け（二子玉川様）,スタンダード,PCWL-0400,良品計画様向け（二子玉川様）,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2001810,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（イオンモール福岡様）,良品計画様向け（イオンモール福岡様）,,PCWL-0400,良品計画様向け（イオンモール福岡様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001809,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（Cafe＆MealMUJI近鉄あべのハルカス様）,良品計画様向け（Cafe＆MealMUJI近鉄あべのハルカス様）,,PCWL-0400,良品計画様向け（Cafe＆MealMUJI近鉄あべのハルカス様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001808,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（Cafe&MealMUJIみんなみの里様）,良品計画様向け（Cafe&MealMUJIみんなみの里様）,,PCWL-0400,良品計画様向け（Cafe&MealMUJIみんなみの里様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001807,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（無印良品500ペリエ千葉エキナカ様）,良品計画様向け（無印良品500ペリエ千葉エキナカ様）,,PCWL-0400,良品計画様向け（無印良品500ペリエ千葉エキナカ様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001806,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（モラージュ菖蒲様）,良品計画様向け（モラージュ菖蒲様）,,PCWL-0400,良品計画様向け（モラージュ菖蒲様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001805,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（CafeMUJIキャナルシティ博多様）,良品計画様向け（CafeMUJIキャナルシティ博多様）,,PCWL-0400,良品計画様向け（CafeMUJIキャナルシティ博多様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001804,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（イオンモール茨木様）,良品計画様向け（イオンモール茨木様）,,PCWL-0400,良品計画様向け（イオンモール茨木様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001803,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-17,2030-04-16,良品計画様向け（ルミネ大宮様）,良品計画様向け（ルミネ大宮様）,スタンダード,PCWL-0400,良品計画様向け（ルミネ大宮様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001787-1,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-06-07,2025-06-06,,,,,,6600,12,6600,12,6600,12,0,0,6600,12,0,0,6600,12,0,0,6600,12,0,0,,,-6600,-12,,,,,,,,
2001782,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-05-28,2025-05-27,,,,,,4320,6,4320,6,4320,6,0,0,4320,6,0,0,4320,6,0,0,,,-4320,-6,,,,,,,,,,,,
2001780,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（CafeMUJIビオレ明石様）,良品計画様向け（CafeMUJIビオレ明石様）,,PCWL-0400,良品計画様向け（CafeMUJIビオレ明石様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001779,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（CafeMUJI二子玉川様）,良品計画様向け（CafeMUJI二子玉川様）,,PCWL-0400,良品計画様向け（CafeMUJI二子玉川様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001778,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,SCSK Minoriソリューションズ(CSI事業ユニット 事業推進課),SCSK Minoriソリューションズ(CSI事業ユニット 事業推進課),,PCWL-0400,SCSK Minoriソリューションズ(CSI事業ユニット 事業推進課),2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001777,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（MUJI キャナルシティ博多様）,良品計画様向け（MUJI キャナルシティ博多様）,,PCWL-0400,良品計画様向け（MUJI キャナルシティ博多様）,11339,17,11339,17,11339,17,0,0,11339,17,0,0,11339,17,0,0,11339,17,0,0,11339,17,0,0,11339,17,0,0,11339,17,0,0
2001776,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（イオンモールりんくう泉南様）,良品計画様向け（イオンモールりんくう泉南様）,,PCWL-0400,良品計画様向け（イオンモールりんくう泉南様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001775,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（くずはモール様）,良品計画様向け（くずはモール様）,,PCWL-0400,良品計画様向け（くずはモール様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001774,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（イオンモール桑名様）,良品計画様向け（イオンモール桑名様）,,PCWL-0400,良品計画様向け（イオンモール桑名様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001773,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（名古屋パルコ様）,良品計画様向け（名古屋パルコ様）,,PCWL-0400,良品計画様向け（名古屋パルコ様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001772,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（無印良品500ピオレ明石様）,良品計画様向け（無印良品500ピオレ明石様）,,PCWL-0400,良品計画様向け（無印良品500ピオレ明石様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001771,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（無印良品500ぺリエ稲毛様）,良品計画様向け（無印良品500ぺリエ稲毛様）,,PCWL-0400,良品計画様向け（無印良品500ぺリエ稲毛様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001770,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（エスパル仙台様）,良品計画様向け（エスパル仙台様）,,PCWL-0400,良品計画様向け（エスパル仙台様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001769,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（イオンモール神戸北様）,良品計画様向け（イオンモール神戸北様）,,PCWL-0400,良品計画様向け（イオンモール神戸北様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001768,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（イオンモール鹿児島様）,良品計画様向け（イオンモール鹿児島様）,,PCWL-0400,良品計画様向け（イオンモール鹿児島様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001767,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（サントムーン柿田川様）,良品計画様向け（サントムーン柿田川様）,,PCWL-0400,良品計画様向け（サントムーン柿田川様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001766,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（御影クラッセ様）,良品計画様向け（御影クラッセ様）,,PCWL-0400,良品計画様向け（御影クラッセ様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001765,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（近鉄生駒様）,良品計画様向け（近鉄生駒様）,,PCWL-0400,良品計画様向け（近鉄生駒様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001764,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（イオンモール大高様）,良品計画様向け（イオンモール大高様）,,PCWL-0400,良品計画様向け（イオンモール大高様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001763,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（上野マルイ様）,良品計画様向け（上野マルイ様）,,PCWL-0400,良品計画様向け（上野マルイ様）,6670,10,6670,10,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0
2001762,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（ゆめタウン呉様）,良品計画様向け（ゆめタウン呉様）,,PCWL-0400,良品計画様向け（ゆめタウン呉様）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2001761,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（おのだサンパーク様）,良品計画様向け（おのだサンパーク様）,,PCWL-0400,良品計画様向け（おのだサンパーク様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001760,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-10,2030-04-09,良品計画様向け（エアポートウォーク名古屋様）,良品計画様向け（エアポートウォーク名古屋様）,,PCWL-0400,良品計画様向け（エアポートウォーク名古屋様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001757,加賀ＦＥＩ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-04-12,2025-04-11,,,,,,2001,3,2001,3,2001,3,0,0,2001,3,0,0,,,-2001,-3,,,,,,,,,,,,,,,,
2001757,加賀ＦＥＩ株式会社,保守,【1年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-04-12,2025-04-11,,,,,,1401,3,1401,3,1401,3,0,0,1401,3,0,0,,,-1401,-3,,,,,,,,,,,,,,,,
2001756-1,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプター込み,継続課金,2024-06-27,2025-06-26,,,,,,1948,2,1948,2,1948,2,0,0,1948,2,0,0,1948,2,0,0,1948,2,0,0,,,-1948,-2,,,,,,,,
2001756-1,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプター込み,継続課金,2024-06-27,2025-06-26,,,,,,3068,2,3068,2,3068,2,0,0,3068,2,0,0,3068,2,0,0,3068,2,0,0,,,-3068,-2,,,,,,,,
2001752,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-08,2030-04-07,良品計画様向け（イオン豊橋南様）,良品計画様向け（イオン豊橋南様）,,PCWL-0400,良品計画様向け（イオン豊橋南様）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2001751,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-08,2030-04-07,良品計画様向け（ベイドリーム清水様）,良品計画様向け（ベイドリーム清水様）,スタンダード,PCWL-0400,良品計画様向け（ベイドリーム清水様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001750,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-08,2030-04-07,良品計画様向け（青森ラビナ様）,良品計画様向け（青森ラビナ様）,スタンダード,PCWL-0400,良品計画様向け（青森ラビナ様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001749,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-08,2030-04-07,良品計画様向け（東急プラザ新長田様）,良品計画様向け（東急プラザ新長田様）,,PCWL-0400,良品計画様向け（東急プラザ新長田様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001748,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-04-08,2030-04-07,良品計画様向け（無印良品500 エトモ池上様）,良品計画様向け（無印良品500 エトモ池上様）,,PCWL-0400,良品計画様向け（無印良品500 エトモ池上様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
